Division,Line,Borough,Stop Name,Complex ID,Constituent Station Name,Station ID,GTFS Stop ID,Daytime Routes,Entrance Type,Entry Allowed,Exit Allowed,Latitude,Longitude,entrance_georeference
BMT,4th Av,B,Atlantic Av-Barclays Ctr,617,Atlantic Av-Barclays Ctr,27,R31,2 3 4 5 B D N Q R,Stair,YES,YES,40.683905,-73.978879,POINT (-73.978879 40.683905)
BMT,4th Av,B,Atlantic Av-Barclays Ctr,617,Atlantic Av-Barclays Ctr,27,R31,2 3 4 5 B D N Q R,Elevator,YES,YES,40.683805,-73.978487,POINT (-73.978487 40.683805)
BMT,4th Av,B,Atlantic Av-Barclays Ctr,617,Atlantic Av-Barclays Ctr,27,R31,2 3 4 5 B D N Q R,Stair,YES,YES,40.683928,-73.978412,POINT (-73.978412 40.683928)
BMT,4th Av,B,Union St,28,Union St,28,R32,R,Stair,YES,YES,40.6771544,-73.9834296,POINT (-73.9834296 40.6771544)
BMT,4th Av,B,Union St,28,Union St,28,R32,R,Stair,YES,YES,40.6772958,-73.9833364,POINT (-73.9833364 40.6772958)
BMT,4th Av,B,Union St,28,Union St,28,R32,R,Stair,YES,YES,40.677001,-73.983133,POINT (-73.983133 40.677001)
BMT,4th Av,B,Union St,28,Union St,28,R32,R,Stair,YES,YES,40.677171,-73.98302,POINT (-73.98302 40.677171)
BMT,4th Av,B,4 Av-9 St,608,4 Av-9 St,29,R33,F G R,Stair,YES,YES,40.670538,-73.988778,POINT (-73.988778 40.670538)
BMT,4th Av,B,4 Av-9 St,608,4 Av-9 St,29,R33,F G R,Stair,YES,YES,40.6704052,-73.9884866,POINT (-73.9884866 40.6704052)
BMT,4th Av,B,Prospect Av,30,Prospect Av,30,R34,R,Stair,YES,YES,40.6652787,-73.9932544,POINT (-73.9932544 40.6652787)
BMT,4th Av,B,Prospect Av,30,Prospect Av,30,R34,R,Stair,YES,YES,40.6650684,-73.9930473,POINT (-73.9930473 40.6650684)
BMT,4th Av,B,Prospect Av,30,Prospect Av,30,R34,R,Stair,YES,YES,40.665299,-73.992729,POINT (-73.992729 40.665299)
BMT,4th Av,B,25 St,31,25 St,31,R35,R,Stair,YES,YES,40.6605007,-73.998224,POINT (-73.998224 40.6605007)
BMT,4th Av,B,25 St,31,25 St,31,R35,R,Stair,YES,YES,40.660323,-73.997952,POINT (-73.997952 40.660323)
BMT,4th Av,B,36 St,32,36 St,32,R36,D N R,Stair,YES,YES,40.65449,-74.004499,POINT (-74.004499 40.65449)
BMT,4th Av,B,36 St,32,36 St,32,R36,D N R,Stair,YES,YES,40.6546909,-74.0043071,POINT (-74.0043071 40.6546909)
BMT,4th Av,B,36 St,32,36 St,32,R36,D N R,Stair,YES,YES,40.654365,-74.004113,POINT (-74.004113 40.654365)
BMT,4th Av,B,45 St,33,45 St,33,R39,R,Stair,YES,YES,40.6494326,-74.0097327,POINT (-74.0097327 40.6494326)
BMT,4th Av,B,45 St,33,45 St,33,R39,R,Stair,YES,YES,40.6495617,-74.0096026,POINT (-74.0096026 40.6495617)
BMT,4th Av,B,45 St,33,45 St,33,R39,R,Stair,YES,YES,40.6492747,-74.009461,POINT (-74.009461 40.6492747)
BMT,4th Av,B,45 St,33,45 St,33,R39,R,Stair,YES,YES,40.6494028,-74.0093232,POINT (-74.0093232 40.6494028)
BMT,4th Av,B,53 St,34,53 St,34,R40,R,Stair,YES,YES,40.6446672,-74.014688,POINT (-74.014688 40.6446672)
BMT,4th Av,B,53 St,34,53 St,34,R40,R,Stair,YES,YES,40.6447641,-74.0145927,POINT (-74.0145927 40.6447641)
BMT,4th Av,B,53 St,34,53 St,34,R40,R,Stair,YES,YES,40.6445032,-74.0144244,POINT (-74.0144244 40.6445032)
BMT,4th Av,B,53 St,34,53 St,34,R40,R,Stair,YES,YES,40.644601,-74.014309,POINT (-74.014309 40.644601)
BMT,4th Av,B,53 St,34,53 St,34,R40,R,Stair,YES,YES,40.6456266,-74.01369,POINT (-74.01369 40.6456266)
BMT,4th Av,B,59 St,35,59 St,35,R41,N R,Stair,YES,YES,40.6406896,-74.0188637,POINT (-74.0188637 40.6406896)
BMT,4th Av,B,59 St,35,59 St,35,R41,N R,Stair,YES,YES,40.640491,-74.0185665,POINT (-74.0185665 40.640491)
BMT,4th Av,B,59 St,35,59 St,35,R41,N R,Stair,YES,YES,40.6416248,-74.0178508,POINT (-74.0178508 40.6416248)
BMT,4th Av,B,59 St,35,59 St,35,R41,N R,Elevator,YES,YES,40.6417413,-74.0177502,POINT (-74.0177502 40.6417413)
BMT,4th Av,B,59 St,35,59 St,35,R41,N R,Stair,YES,YES,40.6414668,-74.0175533,POINT (-74.0175533 40.6414668)
BMT,4th Av,B,59 St,35,59 St,35,R41,N R,Stair,YES,YES,40.6415691,-74.017435,POINT (-74.017435 40.6415691)
BMT,4th Av,B,Bay Ridge Av,36,Bay Ridge Av,36,R42,R,Stair,YES,YES,40.634827,-74.02358,POINT (-74.02358 40.634827)
BMT,4th Av,B,Bay Ridge Av,36,Bay Ridge Av,36,R42,R,Stair,YES,YES,40.634768,-74.023339,POINT (-74.023339 40.634768)
BMT,4th Av,B,Bay Ridge Av,36,Bay Ridge Av,36,R42,R,Stair,YES,YES,40.635484,-74.0233079,POINT (-74.0233079 40.635484)
BMT,4th Av,B,77 St,37,77 St,37,R43,R,Stair,YES,YES,40.6295183,-74.025749,POINT (-74.025749 40.6295183)
BMT,4th Av,B,77 St,37,77 St,37,R43,R,Stair,YES,YES,40.6294674,-74.0255076,POINT (-74.0255076 40.6294674)
BMT,4th Av,B,86 St,38,86 St,38,R44,R,Stair,YES,YES,40.6226535,-74.0285564,POINT (-74.0285564 40.6226535)
BMT,4th Av,B,86 St,38,86 St,38,R44,R,Stair,YES,YES,40.622583,-74.028315,POINT (-74.028315 40.622583)
BMT,4th Av,B,86 St,38,86 St,38,R44,R,Stair,YES,YES,40.623498,-74.028204,POINT (-74.028204 40.623498)
BMT,4th Av,B,86 St,38,86 St,38,R44,R,Stair,NO,YES,40.6302302,-74.0254577,POINT (-74.0254577 40.6302302)
BMT,4th Av,B,86 St,38,86 St,38,R44,R,Elevator,YES,YES,40.6225859,-74.0283617,POINT (-74.0283617 40.6225859)
BMT,4th Av,B,86 St,38,86 St,38,R44,R,Stair,YES,YES,40.6224943,-74.0286163,POINT (-74.0286163 40.6224943)
BMT,4th Av,B,Bay Ridge-95 St,39,Bay Ridge-95 St,39,R45,R,Stair,YES,YES,40.616021,-74.031383,POINT (-74.031383 40.616021)
BMT,4th Av,B,Bay Ridge-95 St,39,Bay Ridge-95 St,39,R45,R,Stair,YES,YES,40.6162027,-74.031236,POINT (-74.031236 40.6162027)
BMT,4th Av,B,Bay Ridge-95 St,39,Bay Ridge-95 St,39,R45,R,Easement - Street,YES,YES,40.6159342,-74.0308333,POINT (-74.0308333 40.6159342)
BMT,4th Av,B,Bay Ridge-95 St,39,Bay Ridge-95 St,39,R45,R,Stair,YES,YES,40.617604,-74.0306828,POINT (-74.0306828 40.617604)
BMT,4th Av,B,Bay Ridge-95 St,39,Bay Ridge-95 St,39,R45,R,Stair,YES,YES,40.6173787,-74.0304053,POINT (-74.0304053 40.6173787)
IND,63rd St,Q,21 St-Queensbridge,221,21 St-Queensbridge,221,B04,F,Escalator,YES,YES,40.7541656,-73.9425499,POINT (-73.9425499 40.7541656)
IND,63rd St,Q,21 St-Queensbridge,221,21 St-Queensbridge,221,B04,F,Elevator,YES,YES,40.7543246,-73.9423416,POINT (-73.9423416 40.7543246)
IND,63rd St,Q,21 St-Queensbridge,221,21 St-Queensbridge,221,B04,F,Stair,YES,YES,40.7540129,-73.9422248,POINT (-73.9422248 40.7540129)
IND,63rd St,Q,21 St-Queensbridge,221,21 St-Queensbridge,221,B04,F,Stair,YES,YES,40.754262,-73.9419961,POINT (-73.9419961 40.754262)
IND,63rd St,M,Roosevelt Island,222,Roosevelt Island,222,B06,F,Station House,YES,YES,40.7590185,-73.9534576,POINT (-73.9534576 40.7590185)
IND/BMT,63rd St,M,Lexington Av/63 St,223,Lexington Av/63 St,223,B08,F Q,Easement - Street,YES,YES,40.7649678,-73.9666793,POINT (-73.9666793 40.7649678)
IND/BMT,63rd St,M,Lexington Av/63 St,223,Lexington Av/63 St,223,B08,F Q,Stair,YES,YES,40.7647383,-73.9665531,POINT (-73.9665531 40.7647383)
IND/BMT,63rd St,M,Lexington Av/63 St,223,Lexington Av/63 St,223,B08,F Q,Easement - Street,YES,YES,40.764896,-73.966426,POINT (-73.966426 40.764896)
IND/BMT,63rd St,M,Lexington Av/63 St,223,Lexington Av/63 St,223,B08,F Q,Stair,YES,YES,40.7641013,-73.9650414,POINT (-73.9650414 40.7641013)
IND/BMT,63rd St,M,Lexington Av/63 St,223,Lexington Av/63 St,223,B08,F Q,Elevator,YES,YES,40.7642064,-73.9649728,POINT (-73.9649728 40.7642064)
IND/BMT,63rd St,M,Lexington Av/63 St,223,Lexington Av/63 St,223,B08,F Q,Easement - Street,YES,YES,40.7638652,-73.964516,POINT (-73.964516 40.7638652)
IND/BMT,63rd St,M,Lexington Av/63 St,223,Lexington Av/63 St,223,B08,F Q,Stair,YES,YES,40.7641673,-73.9645234,POINT (-73.9645234 40.7641673)
IND,6th Av - Culver,M,57 St,224,57 St,224,B10,F,Stair,YES,YES,40.7634853,-73.9779774,POINT (-73.9779774 40.7634853)
IND,6th Av - Culver,M,57 St,224,57 St,224,B10,F,Stair,YES,YES,40.7633797,-73.9777271,POINT (-73.9777271 40.7633797)
IND,6th Av - Culver,M,57 St,224,57 St,224,B10,F,Stair,YES,YES,40.7638466,-73.977723,POINT (-73.977723 40.7638466)
IND,6th Av - Culver,M,57 St,224,57 St,224,B10,F,Stair,YES,YES,40.764223,-73.977439,POINT (-73.977439 40.764223)
IND,6th Av - Culver,M,57 St,224,57 St,224,B10,F,Stair,YES,YES,40.763903,-73.977348,POINT (-73.977348 40.763903)
IND,6th Av - Culver,M,57 St,224,57 St,224,B10,F,Stair,YES,YES,40.7640108,-73.9772741,POINT (-73.9772741 40.7640108)
IND,6th Av - Culver,M,57 St,224,57 St,224,B10,F,Stair,YES,YES,40.7646549,-73.9771234,POINT (-73.9771234 40.7646549)
IND,6th Av - Culver,M,57 St,224,57 St,224,B10,F,Stair,YES,YES,40.7645565,-73.9768746,POINT (-73.9768746 40.7645565)
IND,6th Av - Culver,M,47-50 Sts-Rockefeller Ctr,225,47-50 Sts-Rockefeller Ctr,225,D15,B D F M,Stair,YES,YES,40.7580251,-73.9821103,POINT (-73.9821103 40.7580251)
IND,6th Av - Culver,M,47-50 Sts-Rockefeller Ctr,225,47-50 Sts-Rockefeller Ctr,225,D15,B D F M,Stair,YES,YES,40.7578149,-73.9817936,POINT (-73.9817936 40.7578149)
IND,6th Av - Culver,M,47-50 Sts-Rockefeller Ctr,225,47-50 Sts-Rockefeller Ctr,225,D15,B D F M,Easement - Street,YES,YES,40.7586676,-73.9816419,POINT (-73.9816419 40.7586676)
IND,6th Av - Culver,M,47-50 Sts-Rockefeller Ctr,225,47-50 Sts-Rockefeller Ctr,225,D15,B D F M,Stair,YES,YES,40.7578802,-73.9816131,POINT (-73.9816131 40.7578802)
IND,6th Av - Culver,M,47-50 Sts-Rockefeller Ctr,225,47-50 Sts-Rockefeller Ctr,225,D15,B D F M,Stair,YES,YES,40.7579787,-73.9815345,POINT (-73.9815345 40.7579787)
IND,6th Av - Culver,M,47-50 Sts-Rockefeller Ctr,225,47-50 Sts-Rockefeller Ctr,225,D15,B D F M,Easement - Street,YES,YES,40.7590434,-73.98132,POINT (-73.98132 40.7590434)
IND,6th Av - Culver,M,47-50 Sts-Rockefeller Ctr,225,47-50 Sts-Rockefeller Ctr,225,D15,B D F M,Stair,YES,YES,40.75848,-73.98114,POINT (-73.98114 40.75848)
IND,6th Av - Culver,M,47-50 Sts-Rockefeller Ctr,225,47-50 Sts-Rockefeller Ctr,225,D15,B D F M,Elevator,YES,YES,40.759442,-73.981112,POINT (-73.981112 40.759442)
IND,6th Av - Culver,M,47-50 Sts-Rockefeller Ctr,225,47-50 Sts-Rockefeller Ctr,225,D15,B D F M,Stair,YES,YES,40.7586206,-73.9810724,POINT (-73.9810724 40.7586206)
IND,6th Av - Culver,M,47-50 Sts-Rockefeller Ctr,225,47-50 Sts-Rockefeller Ctr,225,D15,B D F M,Easement - Street,YES,YES,40.7594551,-73.9810633,POINT (-73.9810633 40.7594551)
IND,6th Av - Culver,M,47-50 Sts-Rockefeller Ctr,225,47-50 Sts-Rockefeller Ctr,225,D15,B D F M,Easement - Street,YES,YES,40.7590201,-73.9808688,POINT (-73.9808688 40.7590201)
IND,6th Av - Culver,M,47-50 Sts-Rockefeller Ctr,225,47-50 Sts-Rockefeller Ctr,225,D15,B D F M,Easement - Street,YES,YES,40.7599252,-73.9807323,POINT (-73.9807323 40.7599252)
IND,6th Av - Culver,M,47-50 Sts-Rockefeller Ctr,225,47-50 Sts-Rockefeller Ctr,225,D15,B D F M,Easement - Street,YES,YES,40.7593732,-73.980623,POINT (-73.980623 40.7593732)
IND,6th Av - Culver,M,47-50 Sts-Rockefeller Ctr,225,47-50 Sts-Rockefeller Ctr,225,D15,B D F M,Easement - Street,YES,YES,40.7601466,-73.9804899,POINT (-73.9804899 40.7601466)
IND,6th Av - Culver,M,47-50 Sts-Rockefeller Ctr,225,47-50 Sts-Rockefeller Ctr,225,D15,B D F M,Easement - Street,YES,YES,40.7600375,-73.9801239,POINT (-73.9801239 40.7600375)
IND,6th Av - Culver,M,47-50 Sts-Rockefeller Ctr,225,47-50 Sts-Rockefeller Ctr,225,D15,B D F M,Easement - Passage,YES,YES,40.7578742,-73.9820852,POINT (-73.9820852 40.7578742)
IND,6th Av - Culver,M,47-50 Sts-Rockefeller Ctr,225,47-50 Sts-Rockefeller Ctr,225,D15,B D F M,Easement - Passage,YES,YES,40.7583667,-73.9818694,POINT (-73.9818694 40.7583667)
IND,6th Av - Culver,M,47-50 Sts-Rockefeller Ctr,225,47-50 Sts-Rockefeller Ctr,225,D15,B D F M,Easement - Passage,YES,YES,40.7588352,-73.9807921,POINT (-73.9807921 40.7588352)
IND,6th Av - Culver,M,47-50 Sts-Rockefeller Ctr,225,47-50 Sts-Rockefeller Ctr,225,D15,B D F M,Easement - Passage,YES,YES,40.7585566,-73.9817222,POINT (-73.9817222 40.7585566)
IND,6th Av - Culver,M,47-50 Sts-Rockefeller Ctr,225,47-50 Sts-Rockefeller Ctr,225,D15,B D F M,Easement - Passage,YES,YES,40.7596484,-73.9809099,POINT (-73.9809099 40.7596484)
IND,6th Av - Culver,M,47-50 Sts-Rockefeller Ctr,225,47-50 Sts-Rockefeller Ctr,225,D15,B D F M,Easement - Passage,YES,YES,40.760109,-73.980582,POINT (-73.980582 40.760109)
IND,6th Av - Culver,M,47-50 Sts-Rockefeller Ctr,225,47-50 Sts-Rockefeller Ctr,225,D15,B D F M,Easement - Passage,YES,YES,40.7593998,-73.9803382,POINT (-73.9803382 40.7593998)
IND,6th Av - Culver,M,47-50 Sts-Rockefeller Ctr,225,47-50 Sts-Rockefeller Ctr,225,D15,B D F M,Easement - Passage,YES,YES,40.7592389,-73.981182,POINT (-73.981182 40.7592389)
IND,6th Av - Culver,M,42 St-Bryant Pk/5 Av,609,42 St-Bryant Pk,226,D16,7 B D F M,Easement - Street,YES,YES,40.7537136,-73.985193,POINT (-73.985193 40.7537136)
IND,6th Av - Culver,M,42 St-Bryant Pk/5 Av,609,42 St-Bryant Pk,226,D16,7 B D F M,Stair,YES,YES,40.7533955,-73.9848446,POINT (-73.9848446 40.7533955)
IND,6th Av - Culver,M,42 St-Bryant Pk/5 Av,609,42 St-Bryant Pk,226,D16,7 B D F M,Stair,YES,YES,40.7535053,-73.9847341,POINT (-73.9847341 40.7535053)
IND,6th Av - Culver,M,42 St-Bryant Pk/5 Av,609,42 St-Bryant Pk,226,D16,7 B D F M,Easement - Street,YES,YES,40.7549381,-73.9846882,POINT (-73.9846882 40.7549381)
IND,6th Av - Culver,M,42 St-Bryant Pk/5 Av,609,42 St-Bryant Pk,226,D16,7 B D F M,Stair,YES,YES,40.7550511,-73.9841897,POINT (-73.9841897 40.7550511)
IND,6th Av - Culver,M,42 St-Bryant Pk/5 Av,609,42 St-Bryant Pk,226,D16,7 B D F M,Stair,YES,YES,40.7552322,-73.9840526,POINT (-73.9840526 40.7552322)
IND,6th Av - Culver,M,42 St-Bryant Pk/5 Av,609,42 St-Bryant Pk,226,D16,7 B D F M,Stair,YES,YES,40.7545962,-73.9838771,POINT (-73.9838771 40.7545962)
IND,6th Av - Culver,M,42 St-Bryant Pk/5 Av,609,42 St-Bryant Pk,226,D16,7 B D F M,Stair,YES,YES,40.7550226,-73.9837875,POINT (-73.9837875 40.7550226)
IND,6th Av - Culver,M,42 St-Bryant Pk/5 Av,609,42 St-Bryant Pk,226,D16,7 B D F M,Easement - Street,YES,YES,40.7531465,-73.9855491,POINT (-73.9855491 40.7531465)
IND,6th Av - Culver,M,42 St-Bryant Pk/5 Av,609,42 St-Bryant Pk,226,D16,7 B D F M,Easement - Street,YES,YES,40.7531005,-73.9856594,POINT (-73.9856594 40.7531005)
IND,6th Av - Culver,M,42 St-Bryant Pk/5 Av,609,42 St-Bryant Pk,226,D16,7 B D F M,Elevator,YES,YES,40.7551429,-73.9841152,POINT (-73.9841152 40.7551429)
IND,6th Av - Culver,M,34 St-Herald Sq,607,34 St-Herald Sq,227,D17,B D F M N Q R W,Easement - Street,YES,YES,40.74875,-73.9887643,POINT (-73.9887643 40.74875)
IND,6th Av - Culver,M,34 St-Herald Sq,607,34 St-Herald Sq,227,D17,B D F M N Q R W,Easement - Street,YES,YES,40.7489087,-73.9886438,POINT (-73.9886438 40.7489087)
IND,6th Av - Culver,M,34 St-Herald Sq,607,34 St-Herald Sq,227,D17,B D F M N Q R W,Stair,YES,YES,40.7498382,-73.9881986,POINT (-73.9881986 40.7498382)
IND,6th Av - Culver,M,34 St-Herald Sq,607,34 St-Herald Sq,227,D17,B D F M N Q R W,Elevator,YES,YES,40.749625,-73.9881642,POINT (-73.9881642 40.749625)
IND,6th Av - Culver,M,34 St-Herald Sq,607,34 St-Herald Sq,227,D17,B D F M N Q R W,Stair,YES,YES,40.7500954,-73.9881516,POINT (-73.9881516 40.7500954)
IND,6th Av - Culver,M,34 St-Herald Sq,607,34 St-Herald Sq,227,D17,B D F M N Q R W,Stair,YES,YES,40.75089,-73.9881058,POINT (-73.9881058 40.75089)
IND,6th Av - Culver,M,34 St-Herald Sq,607,34 St-Herald Sq,227,D17,B D F M N Q R W,Stair,YES,YES,40.7507006,-73.9880439,POINT (-73.9880439 40.7507006)
IND,6th Av - Culver,M,34 St-Herald Sq,607,34 St-Herald Sq,227,D17,B D F M N Q R W,Stair,YES,YES,40.750665,-73.9873465,POINT (-73.9873465 40.750665)
IND,6th Av - Culver,M,34 St-Herald Sq,607,34 St-Herald Sq,227,D17,B D F M N Q R W,Stair,YES,YES,40.7502992,-73.9870932,POINT (-73.9870932 40.7502992)
IND,6th Av - Culver,M,34 St-Herald Sq,607,34 St-Herald Sq,227,D17,B D F M N Q R W,Stair,YES,YES,40.7504148,-73.9869775,POINT (-73.9869775 40.7504148)
IND,6th Av - Culver,M,34 St-Herald Square,607,34 St-Herald Square,227,D17,B D F M N Q R W,Easement - Passage,YES,YES,40.748851,-73.988718,POINT (-73.988718 40.748851)
IND,6th Av - Culver,M,23 St,228,23 St,228,D18,F M,Stair,YES,YES,40.7429882,-73.9932331,POINT (-73.9932331 40.7429882)
IND,6th Av - Culver,M,23 St,228,23 St,228,D18,F M,Stair,YES,YES,40.7431327,-73.9931221,POINT (-73.9931221 40.7431327)
IND,6th Av - Culver,M,23 St,228,23 St,228,D18,F M,Stair,YES,YES,40.7429076,-73.9930407,POINT (-73.9930407 40.7429076)
IND,6th Av - Culver,M,23 St,228,23 St,228,D18,F M,Stair,YES,YES,40.7430566,-73.9929343,POINT (-73.9929343 40.7430566)
IND,6th Av - Culver,M,23 St,228,23 St,228,D18,F M,Stair,YES,YES,40.7427557,-73.9926758,POINT (-73.9926758 40.7427557)
IND,6th Av - Culver,M,23 St,228,23 St,228,D18,F M,Stair,YES,YES,40.7429067,-73.9925842,POINT (-73.9925842 40.7429067)
IND,6th Av - Culver,M,23 St,228,23 St,228,D18,F M,Stair,YES,YES,40.7426666,-73.9924656,POINT (-73.9924656 40.7426666)
IND,6th Av - Culver,M,23 St,228,23 St,228,D18,F M,Stair,YES,YES,40.7428161,-73.9923624,POINT (-73.9923624 40.7428161)
IND,6th Av - Culver,M,14 St/6 Av,601,14 St,229,D19,1 2 3 L F M,Stair,YES,YES,40.7374199,-73.9971973,POINT (-73.9971973 40.7374199)
IND,6th Av - Culver,M,14 St/6 Av,601,14 St,229,D19,1 2 3 L F M,Stair,YES,YES,40.7375639,-73.9970916,POINT (-73.9970916 40.7375639)
IND,6th Av - Culver,M,14 St/6 Av,601,14 St,229,D19,1 2 3 L F M,Stair,YES,YES,40.7373646,-73.9970658,POINT (-73.9970658 40.7373646)
IND,6th Av - Culver,M,14 St/6 Av,601,14 St,229,D19,1 2 3 L F M,Stair,YES,YES,40.7375147,-73.9969619,POINT (-73.9969619 40.7375147)
IND,6th Av - Culver,M,14 St/6 Av,601,14 St,229,D19,1 2 3 L F M,Elevator,YES,YES,40.7373522,-73.9965383,POINT (-73.9965383 40.7373522)
IND,6th Av - Culver,M,14 St/6 Av,601,14 St,229,D19,1 2 3 L F M,Stair,YES,YES,40.7372847,-73.9964203,POINT (-73.9964203 40.7372847)
IND,6th Av - Culver,M,14 St/6 Av,601,14 St,229,D19,1 2 3 L F M,Stair,YES,YES,40.7387078,-73.9961093,POINT (-73.9961093 40.7387078)
IND,6th Av - Culver,M,14 St/6 Av,601,14 St,229,D19,1 2 3 L F M,Stair,YES,YES,40.738836,-73.9960133,POINT (-73.9960133 40.738836)
IND,6th Av - Culver,M,14 St/6 Av,601,14 St,229,D19,1 2 3 L F M,Stair,YES,YES,40.7385661,-73.9957692,POINT (-73.9957692 40.7385661)
IND,6th Av - Culver,M,14 St/6 Av,601,14 St,229,D19,1 2 3 L F M,Stair,YES,YES,40.7386847,-73.9956583,POINT (-73.9956583 40.7386847)
IND,6th Av - Culver,M,Broadway-Lafayette St/Bleecker St,619,Broadway-Lafayette St,230,D21,6 B D F M,Stair,YES,YES,40.7252073,-73.9965618,POINT (-73.9965618 40.7252073)
IND,6th Av - Culver,M,Broadway-Lafayette St/Bleecker St,619,Broadway-Lafayette St,230,D21,6 B D F M,Easement - Street,YES,YES,40.7255227,-73.9963556,POINT (-73.9963556 40.7255227)
IND,6th Av - Culver,M,Broadway-Lafayette St/Bleecker St,619,Broadway-Lafayette St,230,D21,6 B D F M,Stair,YES,YES,40.7250257,-73.9957848,POINT (-73.9957848 40.7250257)
IND,6th Av - Culver,M,Broadway-Lafayette St/Bleecker St,619,Broadway-Lafayette St,230,D21,6 B D F M,Stair,YES,YES,40.7253547,-73.9956173,POINT (-73.9956173 40.7253547)
IND,6th Av - Culver,M,Broadway-Lafayette St/Bleecker St,619,Broadway-Lafayette St,230,D21,6 B D F M,Stair,YES,YES,40.7249867,-73.9956115,POINT (-73.9956115 40.7249867)
IND,6th Av - Culver,M,Broadway-Lafayette St/Bleecker St,619,Broadway-Lafayette St,230,D21,6 B D F M,Elevator,YES,YES,40.7253157,-73.9954983,POINT (-73.9954983 40.7253157)
IND,6th Av - Culver,M,Grand St,231,Grand St,231,D22,B D,Stair,YES,YES,40.7183694,-73.9938821,POINT (-73.9938821 40.7183694)
IND,6th Av - Culver,M,Grand St,231,Grand St,231,D22,B D,Stair,YES,YES,40.7181896,-73.9935609,POINT (-73.9935609 40.7181896)
IND,6th Av - Culver,M,Grand St,231,Grand St,231,D22,B D,Stair,YES,YES,40.718155,-73.993452,POINT (-73.993452 40.718155)
IND,6th Av - Culver,M,2 Av,232,2 Av,232,F14,F,Stair,YES,YES,40.723682,-73.9916677,POINT (-73.9916677 40.723682)
IND,6th Av - Culver,M,2 Av,232,2 Av,232,F14,F,Stair,YES,YES,40.7239689,-73.9912799,POINT (-73.9912799 40.7239689)
IND,6th Av - Culver,M,2 Av,232,2 Av,232,F14,F,Stair,YES,YES,40.7227919,-73.9889701,POINT (-73.9889701 40.7227919)
IND,6th Av - Culver,M,2 Av,232,2 Av,232,F14,F,Stair,YES,YES,40.7232077,-73.9888803,POINT (-73.9888803 40.7232077)
IND,6th Av - Culver,M,Delancey St-Essex St,625,Delancey St-Essex St,233,F15,F M J Z,Stair,YES,YES,40.7183827,-73.9884421,POINT (-73.9884421 40.7183827)
IND,6th Av - Culver,M,Delancey St-Essex St,625,Delancey St-Essex St,233,F15,F M J Z,Stair,YES,YES,40.7181166,-73.9882986,POINT (-73.9882986 40.7181166)
IND,6th Av - Culver,M,Delancey St-Essex St,625,Delancey St-Essex St,233,F15,F M J Z,Stair,YES,YES,40.7187876,-73.9882306,POINT (-73.9882306 40.7187876)
IND,6th Av - Culver,M,Delancey St-Essex St,625,Delancey St-Essex St,233,F15,F M J Z,Stair,YES,YES,40.7189431,-73.9878719,POINT (-73.9878719 40.7189431)
IND,6th Av - Culver,M,Delancey St-Essex St,625,Delancey St-Essex St,233,F15,F M J Z,Easement - Street,NO,YES,40.7181556,-73.9882593,POINT (-73.9882593 40.7181556)
IND,6th Av - Culver,M,Delancey St-Essex St,625,Delancey St-Essex St,233,F15,F M J Z,Easement - Street,NO,YES,40.7189985,-73.987826,POINT (-73.987826 40.7189985)
IND,6th Av - Culver,M,East Broadway,234,East Broadway,234,F16,F,Stair,YES,YES,40.7142366,-73.9903537,POINT (-73.9903537 40.7142366)
IND,6th Av - Culver,M,East Broadway,234,East Broadway,234,F16,F,Stair,YES,YES,40.7127305,-73.9902171,POINT (-73.9902171 40.7127305)
IND,6th Av - Culver,M,East Broadway,234,East Broadway,234,F16,F,Stair,YES,YES,40.713885,-73.9900148,POINT (-73.9900148 40.713885)
IND,6th Av - Culver,M,East Broadway,234,East Broadway,234,F16,F,Stair,YES,YES,40.7144001,-73.9899,POINT (-73.9899 40.7144001)
IND,6th Av - Culver,B,York St,235,York St,235,F18,F,Stair,YES,YES,40.70138,-73.986655,POINT (-73.986655 40.70138)
IND,6th Av - Culver,B,Bergen St,236,Bergen St,236,F20,F G,Stair,YES,YES,40.6855861,-73.991461,POINT (-73.991461 40.6855861)
IND,6th Av - Culver,B,Bergen St,236,Bergen St,236,F20,F G,Stair,YES,YES,40.6854562,-73.9911364,POINT (-73.9911364 40.6854562)
IND,6th Av - Culver,B,Bergen St,236,Bergen St,236,F20,F G,Stair,YES,YES,40.6867325,-73.9906886,POINT (-73.9906886 40.6867325)
IND,6th Av - Culver,B,Bergen St,236,Bergen St,236,F20,F G,Stair,YES,YES,40.6868716,-73.9905133,POINT (-73.9905133 40.6868716)
IND,6th Av - Culver,B,Bergen St,236,Bergen St,236,F20,F G,Stair,YES,YES,40.6866112,-73.9904,POINT (-73.9904 40.6866112)
IND,6th Av - Culver,B,Bergen St,236,Bergen St,236,F20,F G,Stair,YES,YES,40.6867354,-73.9902909,POINT (-73.9902909 40.6867354)
IND,6th Av - Culver,B,Carroll St,237,Carroll St,237,F21,F G,Easement - Street,YES,YES,40.6792701,-73.9957771,POINT (-73.9957771 40.6792701)
IND,6th Av - Culver,B,Carroll St,237,Carroll St,237,F21,F G,Stair,YES,YES,40.6793588,-73.9952827,POINT (-73.9952827 40.6793588)
IND,6th Av - Culver,B,Carroll St,237,Carroll St,237,F21,F G,Stair,YES,YES,40.6811236,-73.9944306,POINT (-73.9944306 40.6811236)
